0: (0.00000, 0.00000, 0.00000), (0.00000, 0.00000, 0.00000, 1.00000)
1: (-0.00614, -0.00088, -0.00021), (0.00279, -0.00281, -0.00508, 0.99998)
2: (-0.01051, -0.00339, -0.00127), (0.01006, -0.00325, -0.00169, 0.99994)
3: (-0.01066, -0.00687, -0.00298), (0.01191, -0.00513, 0.00433, 0.99991)
4: (-0.01224, -0.01030, 0.00014), (0.01188, -0.00783, 0.01270, 0.99982)
5: (-0.01154, -0.01057, -0.00472), (0.01593, -0.00837, 0.01135, 0.99977)
6: (-0.01494, -0.01212, -0.00399), (0.01892, -0.00614, 0.00910, 0.99976)
7: (-0.01651, -0.01287, -0.00327), (0.02053, -0.00639, 0.00590, 0.99975)
8: (-0.01490, -0.01002, -0.00191), (0.02420, -0.00886, -0.00150, 0.99967)
9: (-0.01386, -0.00757, -0.00123), (0.02021, -0.00968, -0.00811, 0.99972)
10: (-0.01421, -0.00986, -0.00314), (0.02400, -0.01750, -0.01289, 0.99948)
11: (-0.01635, -0.00955, -0.00249), (0.02591, -0.01828, -0.01382, 0.99940)
12: (-0.01600, -0.01167, -0.00160), (0.02679, -0.01866, -0.01261, 0.99939)
13: (-0.01846, -0.01501, -0.00040), (0.03027, -0.02043, -0.01315, 0.99925)
14: (-0.01626, -0.01172, 0.00128), (0.02886, -0.02113, -0.00943, 0.99932)
15: (-0.01660, -0.01164, 0.00025), (0.02854, -0.02137, -0.01011, 0.99931)
16: (-0.01631, -0.01186, 0.00172), (0.02956, -0.02130, -0.01086, 0.99928)
17: (-0.01673, -0.01197, 0.00232), (0.02833, -0.02074, -0.01090, 0.99932)
18: (-0.01512, -0.01186, 0.00145), (0.02830, -0.02075, -0.01060, 0.99933)
19: (-0.01483, -0.01278, 0.00119), (0.03053, -0.02076, -0.01200, 0.99925)
20: (-0.01393, -0.01363, 0.00272), (0.03502, -0.02197, -0.01207, 0.99907)
21: (-0.01394, -0.01431, 0.00306), (0.03586, -0.02204, -0.01106, 0.99905)
22: (-0.01433, -0.01420, 0.00428), (0.03767, -0.02178, -0.01163, 0.99899)
23: (-0.01457, -0.01492, 0.00397), (0.03871, -0.02523, -0.01365, 0.99884)
24: (-0.01555, -0.01659, 0.00551), (0.04087, -0.03222, -0.01210, 0.99857)
25: (-0.01742, -0.01602, 0.00521), (0.04347, -0.03713, -0.01160, 0.99830)
26: (-0.01909, -0.01574, 0.00539), (0.04329, -0.03986, -0.01034, 0.99821)
27: (-0.01953, -0.01605, 0.00549), (0.04401, -0.04171, -0.01050, 0.99811)
28: (-0.02139, -0.01736, 0.00663), (0.04454, -0.04583, -0.01153, 0.99789)
29: (-0.02208, -0.01700, 0.00632), (0.04641, -0.05002, -0.00950, 0.99762)
30: (-0.02080, -0.01779, 0.00768), (0.04718, -0.05351, -0.00933, 0.99741)
31: (-0.02305, -0.01686, 0.00649), (0.04667, -0.05348, -0.00825, 0.99744)
32: (-0.02360, -0.01726, 0.00692), (0.04654, -0.05482, -0.00774, 0.99738)
33: (-0.02359, -0.01666, 0.00632), (0.04710, -0.05551, -0.00754, 0.99732)
34: (-0.02280, -0.01834, 0.00693), (0.04688, -0.05684, -0.00794, 0.99725)
35: (-0.02482, -0.01866, 0.00767), (0.04757, -0.05743, -0.00786, 0.99718)
36: (-0.02511, -0.01994, 0.00718), (0.04705, -0.05956, -0.00861, 0.99708)
37: (-0.02705, -0.01904, 0.00681), (0.04816, -0.06187, -0.00723, 0.99690)
38: (-0.02837, -0.01936, 0.00586), (0.04752, -0.06246, -0.00690, 0.99689)
39: (-0.02870, -0.01937, 0.00603), (0.04639, -0.06475, -0.00601, 0.99680)
40: (-0.03103, -0.01915, 0.00536), (0.04642, -0.06685, -0.00550, 0.99667)
41: (-0.03165, -0.01976, 0.00434), (0.04746, -0.07078, -0.00529, 0.99635)
42: (-0.03477, -0.01821, 0.00327), (0.04869, -0.07119, -0.00301, 0.99627)
43: (-0.03347, -0.01901, 0.00358), (0.04614, -0.07309, -0.00170, 0.99626)
44: (-0.03461, -0.01835, 0.00397), (0.04519, -0.07273, -0.00143, 0.99633)
45: (-0.03482, -0.01817, 0.00403), (0.04142, -0.07304, -0.00006, 0.99647)
46: (-0.03751, -0.01773, 0.00422), (0.03885, -0.07228, 0.00148, 0.99663)
47: (-0.03696, -0.01693, 0.00395), (0.03720, -0.07568, 0.00321, 0.99643)
48: (-0.03737, -0.01685, 0.00502), (0.03681, -0.07607, 0.00404, 0.99641)
49: (-0.03763, -0.01614, 0.00548), (0.03675, -0.07470, 0.00354, 0.99652)
50: (-0.03904, -0.01450, 0.00685), (0.03565, -0.07289, 0.00166, 0.99670)
51: (-0.03848, -0.01373, 0.00743), (0.03374, -0.07223, 0.00283, 0.99681)
52: (-0.03858, -0.01352, 0.00803), (0.03156, -0.07018, 0.00545, 0.99702)
53: (-0.03860, -0.01149, 0.00841), (0.02961, -0.06781, 0.00922, 0.99722)
54: (-0.03867, -0.00897, 0.00980), (0.02385, -0.06171, 0.01411, 0.99771)
55: (-0.04139, -0.00785, 0.00953), (0.01855, -0.05732, 0.01733, 0.99803)
56: (-0.04298, -0.00451, 0.01143), (0.01840, -0.05715, 0.02051, 0.99799)
57: (-0.04335, -0.00217, 0.01262), (0.01751, -0.05650, 0.02565, 0.99792)
58: (-0.04434, 0.00030, 0.01696), (0.01808, -0.05786, 0.02456, 0.99786)
59: (-0.04153, 0.00208, 0.01916), (0.01677, -0.04979, 0.02807, 0.99822)
60: (-0.04059, 0.00387, 0.02159), (0.01456, -0.04331, 0.03144, 0.99846)
61: (-0.03964, 0.00477, 0.02598), (0.01189, -0.04127, 0.02673, 0.99872)
62: (-0.03897, 0.00531, 0.03272), (0.01253, -0.04080, 0.02318, 0.99882)
63: (-0.03876, 0.00510, 0.04281), (0.01187, -0.03993, 0.02539, 0.99881)
64: (-0.03878, 0.00746, 0.05614), (0.01103, -0.03915, 0.02710, 0.99881)
65: (-0.03850, 0.00750, 0.06782), (0.00807, -0.03777, 0.02371, 0.99897)
66: (-0.04212, 0.00408, 0.08060), (0.00285, -0.03450, 0.01962, 0.99921)
67: (-0.04176, 0.00526, 0.09184), (0.00330, -0.03369, 0.02101, 0.99921)
68: (-0.04400, 0.00417, 0.10023), (0.00308, -0.03201, 0.02039, 0.99927)
69: (-0.04204, 0.00705, 0.10902), (0.00159, -0.03271, 0.01449, 0.99936)
70: (-0.03993, 0.00905, 0.11723), (-0.00021, -0.03284, 0.00971, 0.99941)
71: (-0.04047, 0.01015, 0.12601), (0.00040, -0.03097, 0.00934, 0.99948)
72: (-0.03973, 0.01336, 0.13245), (0.00238, -0.02927, 0.01017, 0.99952)
73: (-0.04022, 0.01158, 0.13747), (0.00079, -0.02471, 0.01003, 0.99964)
74: (-0.03818, 0.01194, 0.14104), (0.00130, -0.02353, 0.00930, 0.99968)
75: (-0.03913, 0.01033, 0.14437), (0.00135, -0.02049, 0.00977, 0.99974)
76: (-0.03647, 0.01086, 0.14932), (0.00302, -0.02137, 0.00956, 0.99972)
77: (-0.03490, 0.01135, 0.15212), (0.00467, -0.02176, 0.01024, 0.99970)
78: (-0.03668, 0.00967, 0.15530), (0.00576, -0.01929, 0.01001, 0.99975)
79: (-0.03433, 0.01055, 0.15829), (0.00703, -0.01974, 0.00935, 0.99974)
80: (-0.03643, 0.01049, 0.15976), (0.00379, -0.01793, 0.00879, 0.99979)
81: (-0.03407, 0.01136, 0.16000), (0.00251, -0.01954, 0.00879, 0.99977)
82: (-0.03420, 0.00969, 0.15954), (0.00067, -0.01994, 0.00927, 0.99976)
83: (-0.03576, 0.01091, 0.15904), (0.00096, -0.01986, 0.00963, 0.99976)
84: (-0.03458, 0.01117, 0.15792), (0.00091, -0.02388, 0.00744, 0.99969)
85: (-0.03737, 0.00865, 0.15687), (-0.00145, -0.02708, 0.00578, 0.99962)
86: (-0.03790, 0.01153, 0.15431), (-0.00606, -0.03681, 0.00350, 0.99930)
87: (-0.03996, 0.01174, 0.15285), (-0.00535, -0.04122, 0.00621, 0.99912)
88: (-0.04367, 0.01005, 0.15277), (-0.00512, -0.04426, 0.00831, 0.99897)
89: (-0.04479, 0.01203, 0.15247), (-0.00617, -0.05517, 0.00932, 0.99841)
90: (-0.04981, 0.00990, 0.14947), (-0.00766, -0.07131, 0.01083, 0.99737)
91: (-0.05473, 0.01253, 0.14806), (-0.00391, -0.09261, 0.01721, 0.99555)
92: (-0.06979, 0.01666, 0.14280), (-0.00635, -0.12040, 0.01444, 0.99260)
93: (-0.07601, 0.02318, 0.13920), (-0.00933, -0.14361, 0.01172, 0.98952)
94: (-0.09013, 0.01424, 0.13557), (-0.01519, -0.16761, 0.01325, 0.98565)
95: (-0.09334, 0.02453, 0.13538), (-0.01075, -0.19402, 0.01374, 0.98084)
96: (-0.09967, 0.03136, 0.13270), (-0.01867, -0.21853, 0.01373, 0.97555)
